Date,Open,High,Low,Close,Adj Close,Volume
2014-07-07,5.450000,5.450000,5.130000,5.300000,5.300000,51000
2014-07-08,5.240000,5.300000,5.120000,5.230000,5.230000,40700
2014-07-09,5.300000,5.350000,5.150000,5.290000,5.290000,30300
2014-07-10,5.200000,5.390000,5.200000,5.350000,5.350000,45200
2014-07-11,5.440000,5.600000,5.210000,5.210000,5.210000,60400
2014-07-14,5.250000,5.360000,5.150000,5.250000,5.250000,35300
2014-07-15,5.300000,5.300000,5.100000,5.100000,5.100000,110000
2014-07-16,5.280000,5.280000,5.170000,5.180000,5.180000,37900
2014-07-17,5.200000,5.230000,5.130000,5.140000,5.140000,28800
2014-07-18,5.170000,5.230000,5.120000,5.180000,5.180000,80300
2014-07-21,5.160000,5.250000,5.140000,5.190000,5.190000,52100
2014-07-22,5.200000,5.330000,5.180000,5.230000,5.230000,115600
2014-07-23,5.250000,5.260000,5.110000,5.150000,5.150000,102700
2014-07-24,5.240000,5.240000,5.150000,5.190000,5.190000,29800
2014-07-25,5.180000,5.210000,5.160000,5.180000,5.180000,16300
2014-07-28,5.190000,5.210000,5.150000,5.200000,5.200000,31100
2014-07-29,5.250000,5.290000,5.050000,5.090000,5.090000,75900
2014-07-30,5.100000,5.190000,5.100000,5.170000,5.170000,34000
2014-07-31,5.170000,5.240000,4.920000,5.190000,5.190000,143100
2014-08-01,5.190000,5.190000,5.030000,5.040000,5.040000,83700
2014-08-04,5.100000,5.100000,4.990000,5.050000,5.050000,19100
2014-08-05,5.050000,5.100000,4.860000,5.040000,5.040000,60300
2014-08-06,5.000000,5.100000,4.870000,4.890000,4.890000,56600
2014-08-07,4.920000,5.030000,4.880000,4.880000,4.880000,21000
2014-08-08,4.880000,4.910000,4.740000,4.830000,4.830000,52700
2014-08-11,4.870000,4.890000,4.750000,4.780000,4.780000,66300
2014-08-12,4.890000,4.890000,4.700000,4.730000,4.730000,94700
2014-08-13,4.750000,5.080000,4.280000,5.000000,5.000000,318400
2014-08-14,5.000000,5.000000,4.700000,4.760000,4.760000,49200
2014-08-15,4.800000,5.200000,4.760000,4.790000,4.790000,116800
2014-08-18,4.940000,5.000000,4.900000,4.930000,4.930000,27100
2014-08-19,4.980000,5.020000,4.760000,4.910000,4.910000,72200
2014-08-20,4.840000,5.150000,4.810000,5.100000,5.100000,148600
2014-08-21,5.200000,5.450000,5.200000,5.370000,5.370000,225400
2014-08-22,5.490000,5.490000,5.300000,5.380000,5.380000,133200
2014-08-25,5.420000,5.500000,5.340000,5.420000,5.420000,112300
2014-08-26,5.430000,5.460000,5.400000,5.440000,5.440000,76000
2014-08-27,5.430000,5.960000,5.420000,5.760000,5.760000,613400
2014-08-28,5.760000,6.220000,5.760000,6.130000,6.130000,369800
2014-08-29,6.130000,6.900000,6.130000,6.650000,6.650000,424900
2014-09-02,5.410000,5.640000,5.020000,5.320000,5.320000,916400
2014-09-03,5.200000,5.340000,4.670000,4.940000,4.940000,343900
2014-09-04,5.000000,5.140000,4.930000,4.960000,4.960000,102500
2014-09-05,4.990000,5.150000,4.960000,5.110000,5.110000,56200
2014-09-08,5.150000,5.280000,5.070000,5.130000,5.130000,44300
2014-09-09,5.170000,5.180000,4.930000,5.130000,5.130000,79500
2014-09-10,5.030000,5.270000,4.980000,5.020000,5.020000,46000
2014-09-11,5.040000,5.090000,4.930000,5.030000,5.030000,39600
2014-09-12,5.060000,5.090000,4.960000,5.040000,5.040000,34500
2014-09-15,5.000000,5.000000,4.840000,4.960000,4.960000,61100
2014-09-16,5.130000,5.220000,4.970000,5.010000,5.010000,89200
2014-09-17,5.010000,5.160000,4.950000,5.100000,5.100000,69500
2014-09-18,5.150000,5.390000,5.020000,5.340000,5.340000,223700
2014-09-19,5.380000,5.590000,5.240000,5.370000,5.370000,200700
2014-09-22,5.320000,5.320000,5.110000,5.190000,5.190000,58900
2014-09-23,5.260000,5.510000,5.200000,5.340000,5.340000,135600
2014-09-24,5.380000,5.520000,5.340000,5.430000,5.430000,102600
2014-09-25,5.450000,5.450000,5.220000,5.350000,5.350000,55700
2014-09-26,5.330000,5.360000,5.110000,5.210000,5.210000,41400
2014-09-29,5.210000,5.450000,5.160000,5.270000,5.270000,82400
2014-09-30,5.240000,5.360000,5.210000,5.320000,5.320000,23500
2014-10-01,5.310000,5.310000,4.780000,4.970000,4.970000,320400
2014-10-02,4.880000,5.060000,4.820000,4.940000,4.940000,23900
2014-10-03,4.990000,5.040000,4.900000,5.010000,5.010000,13700
2014-10-06,5.000000,5.050000,4.950000,5.010000,5.010000,29000
2014-10-07,5.020000,5.150000,4.970000,5.020000,5.020000,49700
2014-10-08,4.860000,5.000000,4.590000,4.640000,4.640000,147200
2014-10-09,4.700000,4.810000,4.500000,4.620000,4.620000,132900
2014-10-10,4.620000,4.710000,4.330000,4.550000,4.550000,100600
2014-10-13,4.580000,4.910000,4.500000,4.640000,4.640000,39100
2014-10-14,4.660000,4.760000,4.500000,4.620000,4.620000,70300
2014-10-15,4.590000,4.720000,4.330000,4.360000,4.360000,48800
2014-10-16,4.340000,4.670000,4.340000,4.440000,4.440000,66200
2014-10-17,4.500000,4.570000,4.380000,4.460000,4.460000,78600
2014-10-20,4.470000,4.700000,4.470000,4.630000,4.630000,69100
2014-10-21,4.630000,4.740000,4.470000,4.580000,4.580000,35100
2014-10-22,4.540000,4.660000,4.380000,4.540000,4.540000,53800
2014-10-23,4.490000,4.730000,4.380000,4.440000,4.440000,35200
2014-10-24,4.420000,4.530000,4.350000,4.410000,4.410000,63100
2014-10-27,4.410000,4.700000,4.390000,4.400000,4.400000,75200
2014-10-28,4.440000,4.500000,4.400000,4.430000,4.430000,34500
2014-10-29,4.420000,4.620000,4.390000,4.510000,4.510000,89600
2014-10-30,4.460000,4.590000,4.400000,4.400000,4.400000,56200
2014-10-31,4.450000,4.480000,4.350000,4.360000,4.360000,37500
2014-11-03,4.360000,4.380000,4.280000,4.310000,4.310000,53200
2014-11-04,4.320000,4.340000,4.200000,4.240000,4.240000,46600
2014-11-05,4.230000,4.380000,4.020000,4.100000,4.100000,187000
2014-11-06,4.100000,4.120000,3.860000,4.080000,4.080000,105700
2014-11-07,4.100000,4.110000,3.950000,4.030000,4.030000,75600
2014-11-10,4.050000,4.090000,3.900000,4.060000,4.060000,217400
2014-11-11,3.960000,4.080000,3.930000,4.020000,4.020000,98700
2014-11-12,4.050000,4.290000,4.010000,4.100000,4.100000,148300
2014-11-13,4.120000,4.200000,4.020000,4.030000,4.030000,85400
2014-11-14,4.050000,4.200000,4.040000,4.060000,4.060000,69300
2014-11-17,3.940000,4.250000,3.940000,4.170000,4.170000,119400
2014-11-18,4.200000,4.210000,4.000000,4.010000,4.010000,35500
2014-11-19,4.040000,4.100000,3.900000,3.960000,3.960000,34200
2014-11-20,4.020000,4.340000,4.020000,4.220000,4.220000,99300
2014-11-21,4.250000,4.340000,4.110000,4.220000,4.220000,37300
2014-11-24,4.150000,4.260000,4.100000,4.150000,4.150000,25600
2014-11-25,4.130000,4.150000,4.010000,4.130000,4.130000,10600
2014-11-26,4.130000,4.150000,4.010000,4.140000,4.140000,11400
2014-11-28,4.090000,4.150000,4.060000,4.060000,4.060000,8000
